弹幕,重复次数
这记者好瘦啊，感觉风吹下就没了,4.0
TNND，给爷上热门TNND，给爷上热门热门热门TNND，给爷上热门TNND，给爷上热门,4.0
电影终成现实,4.0
电影《汉江怪物》恐成现实,4.0
这记者长的可以啊,4.0
为什么没见美国人全力反对呢？,4.0
为什么画面有闪光。。。。,4.0
看了那么多，就太平洋，其它洋没影响吗？,4.0
这女的第一整容，第二是个新手,4.0
这女的好瘦呢,4.0
不高啊,4.0
稀释个毛线啊，能稀释到哪种程度,4.0
科普小知识：这个辐射仪一万六千五百元,4.0
这下完了福岛变辐岛,4.0
这下把渔民饭碗整没了,4.0
科幻片里的各种灾难可能在将来某一天成为现实,4.0
不要待久了,4.0
这下是世界第一哥斯拉孵化基地了,4.0
不要戴防辐服吗,4.0
不要担心那些能不能吃？快担心一下海洋生物的安全吧,4.0
这下渔船也可以拆了,4.0
不要铯铯哟,4.0
这下真要回归大群了,4.0
这下福岛变辐岛了,4.0
↓哥斯拉云,4.0
福岛居民也是惨啊……,4.0
不，以后没人吃海鲜了,4.0
这不是太平洋，这是太平间!,4.0
这不过只是一个开端以后肯定还会有其它国家放,4.0
神奈氚冲浪里,4.0
神奈氚,4.0
这个3000天是国内砖家预测的？那我怀疑，如果是别的专家，那还可以试着相信,4.0
这个Thermo的辐射检测仪，tb上卖16500元……吓死,4.0
这个不是cs137的模拟图吗！？？？ 为啥说是氚啊,4.0
世上再无干净海水,4.0
碳14,4.0
…,4.0
←要是录像都能拍到噪点了那摄制组就真回不来了,4.0
稀释会通过生物链的聚集效应又回到人体,4.0
确实没有“处置”，但它不是处理，玩文字游戏呢,4.0
不能以人的标准去衡量畜牲,4.0
不知道为什么我想到了《山海经》,4.0
笑死稀释之后放就没事了是吧，你猜海是不是由水组成的,4.0
不知道在现实中看高达大战哥斯拉是种怎样的感觉，我该准备多少爆米花,4.0
笑死了，可怜这些渔民,4.0
不知道在现实中看高达大战哥斯拉是种怎样的感觉，我该准备多少爆米花？,4.0
不穿防护服吗？太拼了吧,4.0
还敢吃刺身?,4.0
不穿防护服？？,4.0
还有2成...,4.0
站那里有啥事？别乱接触东西就好了,4.0
不能(即答）,4.0
还有暴雨和龙卷风,4.0
突然理解曼多拉了,4.0
还见怪兽，以后我们就是怪兽！,4.0
穿防护服啊,4.0
穿防护服呀,4.0
穿防化服啊,4.0
还没到这边先把这辈子海鲜吃一波,4.0
穿白衣服就对了,4.0
穿个防化服啊,4.0
穿上铅衣吧,4.0
。。。。。。2要死人的,4.0
不能吃，太平洋周边都会受影响！,4.0
还算正常,4.0
稀释有什么用 排放总量不变,4.0
稀释再排海？排海不就等于稀释了嘛？,4.0
确实没有任何处置就排出去了,4.0
确实没处置，直接就tm排出来了,4.0
这回使徒真来了…,4.0
真不怕吸收到放射性物质吗,4.0
thermo辐射仪 挺专业的,4.0
世界末日都是自己作的,4.0
真正的核水,4.0
真正的孟士,4.0
真敬业啊,4.0
真敬业,4.0
真战地记者,4.0
ppdc得快点了,4.0
真就无想忍峡,4.0
东京电力公司根本就是吃人企业,4.0
真勇啊,4.0
这些都不是问题，日本的归宿只有一条:以死谢罪！,4.0
这什么EVA 真的要打使徒了,4.0
这么才能阻止小日子,4.0
东电的畜牲,4.0
东电那几个糟老头为什么不去切腹自尽呢？便宜他们了,4.0
m的，居然在我生日的时候排放，太可恶了,4.0
这单位是啥？,4.0
md，就应该把日本打了，这种垃圾国不配出现在地球,4.0
这只是现在的总量，他们的核电站还会继续产出这样的核污水,4.0
看来哥斯拉只是时间问题,4.0
看新闻就看新闻一直盯着记者外表评头论足有bing啊？,4.0
两个“小男孩”的教训根本不够,4.0
这可是6.5公里啊！,4.0
md为毛离日本这么近啊,4.0
两面包夹芝士,4.0
世界可以没有日本，但是不能没有海洋！！！！,4.0
to 全人类: 难道除了排放就没别的办法了吗？,4.0
“鱼民”,4.0
这个手势好！,4.0
世界不需要日本！！！,4.0
世界人民永远都不会忘记这沉痛的一天！,4.0
“最大指数：2.5伦琴（虽然现在不用伦琴了）”,4.0
“安 全”,4.0
短期,4.0
这个小姐姐是真勇敢啊,4.0
知道奥特曼怎么来的了？,4.0
这个小小的辐射检测仪价格上万,4.0
睫毛的影子  哈哈,4.0
这个手势不错,4.0
睫毛好长,4.0
睫毛太长,4.0
眼睫毛戴的这么长,4.0
真的是战地记者了属于是,4.0
眼睫毛4公分,4.0
世界可以没有日本，但不能没有海洋！拒绝麻木，不做冷漠的看客！正如鲁迅先生的说的：“你可以躲在角落里沉默，但是不要诋毁和嘲笑比你勇敢的人，因为他们争取到的光明也许会照耀到你”。你可以麻木，但不要冷,4.0
——使徒来袭——,4.0
这个方法敌损一千自损八百,4.0
这个视频是有数据的，比那些只知道凑流量的营销号好多了,4.0
zone,4.0
woc,4.0
这个辐射量屁事没有,4.0
真的要变成明日之后了吗（哭）,4.0
真的欲哭无泪！,4.0
这么多国家都不组织海洋生物都得死,4.0
这么多年了 日本的嘴脸真的是一点没变,4.0
核辐射衰变周期几万年呀，是几万年，大海顶不住的,4.0
          ↓哥斯拉云,4.0
以后使徒真的要来袭了,4.0
她说话好像刘恋,4.0
口罩？你以为病毒？,4.0
勇士，致敬,4.0
好人只能跟坏人一起被骂,4.0
好修长的手,4.0
勇！,4.0
日子过好了是吧,4.0
好几倍了,4.0
日国以无德为常规手段,4.0
我们核电站周边也是0.1左右啊，你想说啥呢,4.0
变异物种补完计划,4.0
好厉害的睫毛,4.0
全世界（即答）,4.0
无所谓，卫生法会自己降低标准,4.0
无处可逃(即答),4.0
旁边还有学校？,4.0
好好上班，关心这个毫无意义,4.0
新闻专业5000块,4.0
新的风暴已经出现,4.0
好好看的辫子,4.0
新哥斯拉电影前瞻直播,4.0
好好防护,4.0
她这是不是瘦的有点严重了,4.0
她的声音听着好难受啊,4.0
好家伙EVA的音乐,4.0
勇士！！,4.0
日本亡了！,4.0
日本亡了,4.0
夺少？？？？,4.0
全是脱稿太牛了,4.0
日本买的辐射仪会不会出厂前就被调低了,4.0
日本为创造真正的哥斯拉居然这么“努力”！它真的 我哭死（,4.0
就是不负责才才排放的,4.0
日本不能要了，到切尔诺贝利那边住吧？,4.0
奇怪的小曲,4.0
日本不是海洋的主人！那些不能反抗被迫接受核污染水的海洋动物才是海洋真正的主人！保护海洋环境！尊重海洋！,4.0
我们国内核电站附近多少？,4.0
奥特曼中要出现了沙福林的计划，要成功了,4.0
奥特曼以后不是故事片而是纪录片,4.0
奥特曼准备，要打怪兽了,4.0
奥特曼和怪兽真的要来了,4.0
日本不会是解决不了了 要把全人类拖下水吧,4.0
奥特曼在来的路上了,4.0
我们尚且能共情,4.0
女记者出现抗辐射buff,4.0
勇士！,4.0
日本:要相信后代的智慧,4.0
新世纪辐阴战士,4.0
新世纪核污染战士,4.0
央视记者，你能穿防化服吗？,4.0
小龙虾变异成巴尔坦星人,4.0
保护海洋!保护地球!绝不让步!,4.0
我估计老美听到了这。都不把小日子当儿子了。,4.0
小鬼子的丧钟已经敲响。,4.0
支持支持支持！！！,4.0
反正日本狗先死绝,4.0
支持排放，处理过的无害,4.0
保护海洋保护海洋保护海洋保护海洋,4.0
摄影师也要保护好自己啊,4.0
摄影师:就没有人关心我吗？,4.0
摄影小哥：别光小姐姐呀，也关心关心我啊,4.0
搬家搬家,4.0
保护海洋保护海洋保护海洋保护海洋保护海洋保护海洋保护海洋保护海洋保护海洋保护海洋保护海洋保护海洋保护海洋保护海洋保护海洋保护海洋保护海洋保护海洋保护海洋保护海洋保护海洋保护海洋保护海洋​,4.0
措施呢,4.0
好瘦,4.0
保护海洋保护生灵！南无阿弥陀佛保佑善人！,4.0
保护海洋海洋！,4.0
好瘦啊妹子,4.0
排海不就是最大的稀释吗？,4.0
好瘦啊应该会软掉,4.0
排了又咋样，也没人敢动，这事一说各个都说打，排了也不是站着看[抠鼻],4.0
好瘦的身板，衣服都空空的,4.0
好漂亮的央视记者,4.0
改行刺客练习忍术,4.0
好家伙，看财经频道经常出来的茜文,4.0
好消息是：可以见到真正的怪兽了。,4.0
好年轻,4.0
好心痛,4.0
我们能不能把日本整块地割开让它漂流到美国去,4.0
保护好自己啊,4.0
救救海洋！！救救地球！,4.0
好想把日本轰到美国去,4.0
就不能国际捐款弄一个水泥罐子吗？,4.0
保护好自己！,4.0
保护好记者同志,4.0
好歹毒,4.0
好歹穿点防辐射服啊,4.0
全世界的人都将受到伤害,4.0
勇！注意安全！,4.0
保护我方所有人,4.0
保护我方文文,4.0
保护我方李茜文,4.0
保护我方记者,4.0
保护我方记者!保护姐姐,4.0
保护我方记者!保护姐姐!,4.0
保护我方记者！,4.0
我们采取了哪些措施来制止排放，或者避免受到影响,4.0
夺少？？！,4.0
日本人はみんな馬鹿だ。,4.0
日本政府就该灭掉,4.0
八年過後,4.0
大概500次胸透为一伦琴,4.0
你越稀释它的量就越多两种水密度就很接近更容易扩散的远也扩散的更快,4.0
日本将成为第一批进化的人类,4.0
感觉记者同志都非常生气了,4.0
感觉记者的声音有点沙哑,4.0
可以开金条了（喜）,4.0
大海在哭，人们也在哭！大海在哭，人们也在哭！大海在哭，人们也在哭！,4.0
可以开始造机甲咯，不然就来不及啦,4.0
大海还不比你稀释用的水多,4.0
日本官方：处置是处置，倒是倒，这是两码事,4.0
你这个稿子 断句咋这么别扭,4.0
大海那么多生物 感觉难免会进化出适应环境的怪物,4.0
大海都没办法稀释,4.0
你这是为他申冤,4.0
你问谁呢,4.0
大海，蒸发，下雨，地面水库，地下淡水会不会都完蛋？人类该何去何从？,4.0
剩下没探索的95%会去小日子的,4.0
可以再减百分之八十,4.0
感觉这风都是有辐射的,4.0
日本吃饭了吗？没吃吃我一捶,4.0
愤怒,4.0
八年多,4.0
大核海时代,4.0
天哪，我宁可背水一战，都不愿意等死等癌症,4.0
八爪鲨鱼不是梦了,4.0
前面那条，应为他这个是直接被污染了的水，并不只是没接触的冷却水,4.0
大家不用关心鱼，他们自己回上岸的,4.0
大家不要悲观...,4.0
关于日本出的鱼类变异题材的游戏动漫漫画电影什么的很快就会是现实了,4.0
日本政府 死罪,4.0
你要不戴个口罩吧我有种罪恶感,4.0
日本排核污水的背后是美国,4.0
日本排放核污水在B站竟然不是热搜第一 牛逼啊,4.0
就非得残害全世界都人吗？,4.0
你要小心别被搞掉,4.0
大家以后不要再吃海鲜了！,4.0
日本把自己国际的覆灭危机变成了地球覆灭危机,4.0
大家开始准备物资吧。能不能再活20年都是问题。,4.0
日本怪兽快坐不住了,4.0
感觉小姐姐快哭了，真的能听出感情来啊,4.0
你让心海怎么活呀？,4.0
日本必亡！,4.0
感觉把自己吃饭的饭碗砸了,4.0
就算正常，小八嗄也不敢回去住,4.0
日本就是个野人,4.0
可以捞哥斯拉,4.0
大静祕来了,4.0
愿我能正常老死,4.0
保护保护保护保护保护保护保护保护保护保护保护,4.0
日本人自己不吃鱼了吗？,4.0
加坦杰厄可能会有，但迪迦不会有,4.0
太瘦了吧,4.0
日本人简直反人类,4.0
全球异化（净化），从日本开始,4.0
日本人真是身在辐中不知辐啊（doge）,4.0
就是本底,4.0
俄罗斯那个核泄漏，，，当年辐射是现在的是八百万倍，呆40秒就死。这里目前相对来说短期停留辐射度还行,4.0
日本人民因为这受难，世界人民也受其影响，真是。。。,4.0
太美了,4.0
日本人是海洋生物最好的饲料,4.0
太自私了 自己人民的死活都不顾,4.0
日本人应该多提防一下本土的蜥蜴，防止出现哥斯拉,4.0
太近了，一定要注意安全,4.0
太铯了,4.0
日本人反人类吗,4.0
央视的记者小姐姐好漂亮，这手爱了,4.0
加的水有海洋水多？,4.0
全球 因为洋流效应 哪里都跑不掉 而且是排30年,4.0
勇士辛苦了…,4.0
日本人为了长身高什么都做得出来,4.0
保护保护保护,4.0
太瘦了,4.0
太拼啦,4.0
只要不长期在那种地方呆着 ，对身体的影响就不太大。,4.0
太感动了，这才是求真求是的精神,4.0
太不安全了！！,4.0
太危险了,4.0
日本只要还在继续排海，我就一定会一直抵制！！！,4.0
太危险了吧！,4.0
懂了核污染水罐自己跑了（）,4.0
太危险啦,4.0
太可怕了，了无生机，恐怖啊,4.0
剩下还未被发现的海洋生物要上来找人类了,4.0
成为不了问题，肯定不能吃啊,4.0
日本傻X,4.0
太平了吧也,4.0
只能看着他们放？,4.0
我,4.0
日本他们这是要诞生哥斯拉吗？,4.0
我18岁生日，今年8月24!结果日本就给我搞这出,4.0
全球都有影响,4.0
太平洋完蛋了,4.0
太弱小了，没有力量,4.0
我一次都没去看过海，你要我怎么活？啊啊啊啊啊啊啊啊啊,4.0
使徒的小曲,4.0
全球都得陪着遭殃,4.0
据说是用游轮拉到会流向中国的靠近北回归线的地方倒的，所以这个模型是不是不正确的？,4.0
据说不是建议老人切腹吗,4.0
好看,4.0
我想kiss u,4.0
寂 静 岭,4.0
小心啊啊啊,4.0
寄汤来咯,4.0
假如我在某地测得比福岛高，我是说假如啊，阁下该如何应对,4.0
戴口罩防辐射？,4.0
戴口罩的李茜文美,4.0
戴个防护服吧，那里辐射太高了,4.0
富含多种矿物质？？？,4.0
战犯政府，这次又和全人类为敌,4.0
富士山:呼叫隔壁邱小姐，帮忙带瓶开塞露,4.0
战地记者，注意安全，带个口罩，穿个防护服注意安全,4.0
战地记者！,4.0
战地记者美女，注意安全哈,4.0
战地记者啊姐姐,4.0
"小富啊,快醒醒吧！(撕心裂肺)",4.0
原本以为eva是动漫，没想到是公益活动的广告啊,4.0
我还没看过海啊！,4.0
富士山啊，快醒醒吧！,4.0
我还没看过大海,4.0
我感觉日本韩国像要弃国一样……,4.0
我感觉站在这里呼吸都是脏的，辛苦记者了,4.0
小心小心小心 ,4.0
家被冲走了，至今还没回，盼儿速速归,4.0
我还没吃过小龙虾 呜呜,4.0
克苏鲁养成第一步,4.0
完了啊，我想活着,4.0
完了完了，这下子我真见不到海了( ๑ŏ ﹏ ŏ๑ ),4.0
才3成？？,4.0
手的皱纹有点多,4.0
免费你敢吃吗,4.0
保护！！！,4.0
手抖,4.0
手很好看，注意安全,4.0
完了，今天就是了,4.0
完了，番剧走进现实,4.0
手势好评,4.0
我建议收腹失地,4.0
我很担心以后的海水通过水循环落到大陆的湖里，这样就连盐也没有了,4.0
小日子丧尽天良的排放核污染水，是全人类的灾难,4.0
原来奥特Q真的是纪录片,4.0
所以这是全面核战争吗,4.0
保重自己记者同志,4.0
所以说有何用一直发保护海洋有用吗,4.0
卧槽啊啊啊啊啊啊,4.0
所以未来大家记得淋了雨要洗澡,4.0
我总觉得它除了这还会干点啥,4.0
我还没有看过大海。。。。,4.0
我还没去过海边呢,4.0
好美,4.0
我是哥斯拉,4.0
我草,4.0
将成为全世界不可磨灭的记忆,4.0
小姐姐注意安全！做好防护!,4.0
即使人类要伤害地球，但我也要保护人类!Tiga——!,4.0
我终于知道他为什么叫福岛了，因为辐岛,4.0
即使人类要伤害地球，但我也依然要保护人类！Tiga——!,4.0
危险来临前的安静,4.0
我真的，拳头握紧了！,4.0
我现在有些害怕～,4.0
小姐姐注意安全！,4.0
卧槽，最近是不是还有两个台风？,4.0
小型氢弹中和阿，说到底就是成本太高他不愿意,4.0
小姐姐口条好好 很专业,4.0
小姐姐哽咽了,4.0
